Gene	Protein	Locus	GeneName
NC_001146.8	NP_014067.1	YNL332W	THI12
NC_001146.8	NP_014068.1	YNL331C	AAD14
NC_001146.8	NP_014069.1	YNL330C	RPD3
NC_001146.8	NP_014070.1	YNL329C	PEX6
NC_001146.8	NP_014071.1	YNL328C	MDJ2
NC_001146.8	NP_014072.2	YNL327W	EGT2
NC_001146.8	NP_014073.1	YNL326C	PFA3
NC_001146.8	NP_014074.1	YNL325C	FIG4
NC_001146.8	NP_014076.1	YNL323W	LEM3
NC_001146.8	NP_014077.1	YNL322C	KRE1
NC_001146.8	NP_014078.1	YNL321W	VNX1
NC_001146.8	NP_014079.1	YNL320W	NP_014079.1
NC_001146.8	NP_014081.1	YNL318C	HXT14
NC_001146.8	NP_014082.1	YNL317W	PFS2
NC_001146.8	NP_014083.2	YNL316C	PHA2
NC_001146.8	NP_014084.1	YNL315C	ATP11
NC_001146.8	NP_014085.1	YNL314W	DAL82
NC_001146.8	NP_014086.1	YNL313C	EMW1
NC_001146.8	NP_014087.1	YNL312W	RFA2
NC_001146.8	NP_014088.1	YNL311C	SKP2
NC_001146.8	NP_014089.2	YNL310C	ZIM17
NC_001146.8	NP_014090.2	YNL309W	STB1
NC_001146.8	NP_014091.1	YNL308C	KRI1
NC_001146.8	NP_014092.1	YNL307C	MCK1
NC_001146.8	NP_014093.1	YNL306W	MRPS18
NC_001146.8	NP_014094.1	YNL305C	BXI1
NC_001146.8	NP_014095.2	YNL304W	YPT11
NC_001146.8	NP_014097.1	YNL302C	RPS19B
NC_001146.8	NP_014098.1	YNL301C	RPL18B
NC_001146.8	NP_014099.1	YNL300W	TOS6
NC_001146.8	NP_014100.2	YNL299W	TRF5
NC_001146.8	NP_014101.1	YNL298W	CLA4
NC_001146.8	NP_014102.1	YNL297C	MON2
NC_001146.8	NP_014104.1	YNL295W	MRX6
NC_001146.8	NP_014105.1	YNL294C	RIM21
NC_001146.8	NP_014106.1	YNL293W	MSB3
NC_001146.8	NP_014107.1	YNL292W	PUS4
NC_001146.8	NP_014108.1	YNL291C	MID1
NC_001146.8	NP_014109.1	YNL290W	RFC3
NC_001146.8	NP_014110.1	YNL289W	PCL1
NC_001146.8	NP_014111.1	YNL288W	CAF40
NC_001146.8	NP_014112.1	YNL287W	SEC21
NC_001146.8	NP_014113.1	YNL286W	CUS2
NC_001146.8	NP_058178.1	YNL284C-B	NP_058178.1
NC_001146.8	NP_058179.1	YNL284C-A	NP_058179.1
NC_001146.8	NP_014115.1	YNL284C	MRPL10
NC_001146.8	NP_014116.1	YNL283C	WSC2
NC_001146.8	NP_014117.1	YNL282W	POP3
NC_001146.8	NP_014118.1	YNL281W	HCH1
NC_001146.8	NP_014119.1	YNL280C	ERG24
NC_001146.8	NP_014120.1	YNL279W	PRM1
NC_001146.8	NP_014121.1	YNL278W	CAF120
NC_001146.8	NP_878151.1	YNL277W-A	NP_878151.1
NC_001146.8	NP_014122.1	YNL277W	MET2
NC_001146.8	NP_014124.1	YNL275W	BOR1
NC_001146.8	NP_014125.1	YNL274C	GOR1
NC_001146.8	NP_014126.1	YNL273W	TOF1
NC_001146.8	NP_014127.1	YNL272C	SEC2
NC_001146.8	NP_014128.2	YNL271C	BNI1
NC_001146.8	NP_014129.1	YNL270C	ALP1
NC_001146.8	NP_014130.1	YNL269W	BSC4
NC_001146.8	NP_014131.1	YNL268W	LYP1
NC_001146.8	NP_014132.1	YNL267W	PIK1
NC_001146.8	NP_014134.1	YNL265C	IST1
NC_001146.8	NP_014135.1	YNL264C	PDR17
NC_001146.8	NP_014136.1	YNL263C	YIF1
NC_001146.8	NP_014137.1	YNL262W	POL2
NC_001146.8	NP_014138.1	YNL261W	ORC5
NC_001146.8	NP_014139.1	YNL260C	LTO1
NC_001146.8	NP_014140.1	YNL259C	ATX1
NC_001146.8	NP_014141.1	YNL258C	DSL1
NC_001146.8	NP_014142.1	YNL257C	SIP3
NC_001146.8	NP_014143.2	YNL256W	FOL1
NC_001146.8	NP_014144.1	YNL255C	GIS2
NC_001146.8	NP_014145.1	YNL254C	RTC4
NC_001146.8	NP_014146.1	YNL253W	TEX1
NC_001146.8	NP_014147.1	YNL252C	MRPL17
NC_001146.8	NP_014148.1	YNL251C	NRD1
NC_001146.8	NP_014149.1	YNL250W	RAD50
NC_001146.8	NP_014150.1	YNL249C	MPA43
NC_001146.8	NP_014151.1	YNL248C	RPA49
NC_001146.8	NP_014152.1	YNL247W	NP_014152.1
NC_001146.8	NP_014153.1	YNL246W	VPS75
NC_001146.8	NP_014154.1	YNL245C	CWC25
NC_001146.8	NP_014155.1	YNL244C	SUI1
NC_001146.8	NP_014156.2	YNL243W	SLA2
NC_001146.8	NP_014157.1	YNL242W	ATG2
NC_001146.8	NP_014158.1	YNL241C	ZWF1
NC_001146.8	NP_014159.1	YNL240C	NAR1
NC_001146.8	NP_014160.2	YNL239W	LAP3
NC_001146.8	NP_014161.1	YNL238W	KEX2
NC_001146.8	NP_014162.1	YNL237W	YTP1
NC_001146.8	NP_014163.1	YNL236W	SIN4
NC_001146.8	NP_014165.1	YNL234W	NP_014165.1
NC_001146.8	NP_014166.1	YNL233W	BNI4
NC_001146.8	NP_014167.1	YNL232W	CSL4
NC_001146.8	NP_014168.1	YNL231C	PDR16
NC_001146.8	NP_014169.1	YNL230C	ELA1
NC_001146.8	NP_014170.1	YNL229C	URE2
NC_001146.8	NP_014172.1	YNL227C	JJJ1
NC_001146.8	NP_014174.1	YNL225C	CNM67
NC_001146.8	NP_014175.1	YNL224C	SQS1
NC_001146.8	NP_014176.2	YNL223W	ATG4
NC_001146.8	NP_014177.1	YNL222W	SSU72
NC_001146.8	NP_014178.1	YNL221C	POP1
NC_001146.8	NP_014179.1	YNL220W	ADE12
NC_001146.8	NP_014180.1	YNL219C	ALG9
NC_001146.8	NP_014181.1	YNL218W	MGS1
NC_001146.8	NP_014182.1	YNL217W	NP_014182.1
NC_001146.8	NP_014183.1	YNL216W	RAP1
NC_001146.8	NP_014184.1	YNL215W	IES2
NC_001146.8	NP_014185.1	YNL214W	PEX17
NC_001146.8	NP_014186.1	YNL213C	RRG9
NC_001146.8	NP_014187.1	YNL212W	VID27
NC_001146.8	NP_014188.1	YNL211C	MRX7
NC_001146.8	NP_014189.1	YNL210W	MER1
NC_001146.8	NP_014190.1	YNL209W	SSB2
NC_001146.8	NP_014191.2	YNL208W	NP_014191.2
NC_001146.8	NP_014192.1	YNL207W	RIO2
NC_001146.8	NP_014193.1	YNL206C	RTT106
NC_001146.8	NP_014195.1	YNL204C	SPS18
NC_001146.8	NP_014197.2	YNL202W	SPS19
NC_001146.8	NP_014198.1	YNL201C	PSY2
NC_001146.8	NP_014199.1	YNL200C	NNR1
NC_001146.8	NP_014200.1	YNL199C	GCR2
NC_001146.8	NP_014202.1	YNL197C	WHI3
NC_001146.8	NP_014203.1	YNL196C	SLZ1
NC_001146.8	NP_014204.2	YNL195C	NP_014204.2
NC_001146.8	NP_014205.1	YNL194C	NP_014205.1
NC_001146.8	NP_014206.2	YNL193W	NP_014206.2
NC_001146.8	NP_014207.2	YNL192W	CHS1
NC_001146.8	NP_014208.1	YNL191W	DUG3
NC_001146.8	NP_014209.1	YNL190W	NP_014209.1
NC_001146.8	NP_014210.1	YNL189W	SRP1
NC_001146.8	NP_014211.1	YNL188W	KAR1
NC_001146.8	NP_014212.1	YNL187W	SWT21
NC_001146.8	NP_014213.2	YNL186W	UBP10
NC_001146.8	NP_014214.1	YNL185C	MRPL19
NC_001146.8	NP_001257687.1	YNL184C	NP_001257687.1
NC_001146.8	NP_014216.1	YNL183C	NPR1
NC_001146.8	NP_014217.1	YNL182C	IPI3
NC_001146.8	NP_014218.2	YNL181W	PBR1
NC_001146.8	NP_014219.1	YNL180C	RHO5
NC_001146.8	NP_014221.3	YNL178W	RPS3
NC_001146.8	NP_014222.2	YNL177C	MRPL22
NC_001146.8	NP_014223.2	YNL176C	TDA7
NC_001146.8	NP_014224.2	YNL175C	NOP13
NC_001146.8	NP_014226.1	YNL173C	MDG1
NC_001146.8	NP_014227.4	YNL172W	APC1
NC_001146.8	NP_014230.1	YNL169C	PSD1
NC_001146.8	NP_014231.1	YNL168C	FMP41
NC_001146.8	NP_014232.1	YNL167C	SKO1
NC_001146.8	NP_014233.1	YNL166C	BNI5
NC_001146.8	NP_014234.3	YNL165W	NP_014234.3
NC_001146.8	NP_014235.1	YNL164C	IBD2
NC_001146.8	NP_014236.1	YNL163C	RIA1
NC_001146.8	NP_076906.1	YNL162W-A	NP_076906.1
NC_001146.8	NP_014237.2	YNL162W	RPL42A
NC_001146.8	NP_014238.3	YNL161W	CBK1
NC_001146.8	NP_014239.1	YNL160W	YGP1
NC_001146.8	NP_014240.1	YNL159C	ASI2
NC_001146.8	NP_014241.1	YNL158W	PGA1
NC_001146.8	NP_014242.1	YNL157W	IGO1
NC_001146.8	NP_014243.3	YNL156C	NSG2
NC_001146.8	NP_014244.1	YNL155W	CUZ1
NC_001146.8	NP_014245.1	YNL154C	YCK2
NC_001146.8	NP_014246.1	YNL153C	GIM3
NC_001146.8	NP_014247.1	YNL152W	INN1
NC_001146.8	NP_014248.3	YNL151C	RPC31
NC_001146.8	NP_014250.1	YNL149C	PGA2
NC_001146.8	NP_014251.1	YNL148C	ALF1
NC_001146.8	NP_014252.2	YNL147W	LSM7
NC_001146.8	NP_878152.1	YNL146C-A	NP_878152.1
NC_001146.8	NP_014253.3	YNL146W	NP_014253.3
NC_001146.8	NP_014254.1	YNL145W	MFA2
NC_001146.8	NP_014255.1	YNL144C	NP_014255.1
NC_001146.8	NP_001257688.1	YNL143C	NP_001257688.1
NC_001146.8	NP_014257.1	YNL142W	MEP2
NC_001146.8	NP_014258.1	YNL141W	AAH1
NC_001146.8	NP_001257689.1	YNL140C	NP_001257689.1
NC_001146.8	NP_014260.3	YNL139C	THO2
NC_001146.8	NP_878153.1	YNL138W-A	YSF3
NC_001146.8	NP_014261.1	YNL138W	SRV2
NC_001146.8	NP_014262.3	YNL137C	NAM9
NC_001146.8	NP_014263.1	YNL136W	EAF7
NC_001146.8	NP_014264.1	YNL135C	FPR1
NC_001146.8	NP_014265.3	YNL134C	NP_014265.3
NC_001146.8	NP_014266.3	YNL133C	FYV6
NC_001146.8	NP_014267.1	YNL132W	KRE33
NC_001146.8	NP_014268.1	YNL131W	TOM22
NC_001146.8	NP_014269.4	YNL130C	CPT1
NC_001146.8	NP_878154.1	YNL130C-A	DGR1
NC_001146.8	NP_014270.1	YNL129W	NRK1
NC_001146.8	NP_014271.3	YNL128W	TEP1
NC_001146.8	NP_014272.3	YNL127W	FAR11
NC_001146.8	NP_014273.1	YNL126W	SPC98
NC_001146.8	NP_014274.1	YNL125C	ESBP6
NC_001146.8	NP_014275.3	YNL124W	NAF1
NC_001146.8	NP_014276.1	YNL123W	NMA111
NC_001146.8	NP_014277.1	YNL122C	NP_014277.1
NC_001146.8	NP_014278.3	YNL121C	TOM70
NC_001146.8	NP_014280.3	YNL119W	NCS2
NC_001146.8	NP_014281.1	YNL118C	DCP2
NC_001146.8	NP_014282.1	YNL117W	MLS1
NC_001146.8	NP_014283.3	YNL116W	DMA2
NC_001146.8	NP_014284.1	YNL115C	NP_014284.1
NC_001146.8	NP_014286.1	YNL113W	RPC19
NC_001146.8	NP_014287.3	YNL112W	DBP2
NC_001146.8	NP_014288.3	YNL111C	CYB5
NC_001146.8	NP_014289.1	YNL110C	NOP15
NC_001146.8	NP_014291.1	YNL108C	NP_014291.1
NC_001146.8	NP_014292.3	YNL107W	YAF9
NC_001146.8	NP_014293.1	YNL106C	INP52
NC_001146.8	NP_014295.1	YNL104C	LEU4
NC_001146.8	NP_014296.4	YNL103W	MET4
NC_001146.8	NP_014297.3	YNL102W	POL1
NC_001146.8	NP_014298.1	YNL101W	AVT4
NC_001146.8	NP_014299.1	YNL100W	MIC27
NC_001146.8	NP_014300.3	YNL099C	OCA1
NC_001146.8	NP_014301.1	YNL098C	RAS2
NC_001146.8	NP_878155.1	YNL097C-B	NP_878155.1
NC_001146.8	NP_014302.3	YNL097C	PHO23
NC_001146.8	NP_014303.3	YNL096C	RPS7B
NC_001146.8	NP_014304.1	YNL095C	NP_014304.1
NC_001146.8	NP_014305.1	YNL094W	APP1
NC_001146.8	NP_014306.3	YNL093W	YPT53
NC_001146.8	NP_014307.1	YNL092W	NP_014307.1
NC_001146.8	NP_014308.1	YNL091W	NST1
NC_001146.8	NP_014309.3	YNL090W	RHO2
NC_001146.8	NP_014311.3	YNL088W	TOP2
NC_001146.8	NP_014312.1	YNL087W	TCB2
NC_001146.8	NP_014313.1	YNL086W	SNN1
NC_001146.8	NP_014314.3	YNL085W	MKT1
NC_001146.8	NP_014315.1	YNL084C	END3
NC_001146.8	NP_014316.3	YNL083W	SAL1
NC_001146.8	NP_014317.4	YNL082W	PMS1
NC_001146.8	NP_014318.3	YNL081C	SWS2
NC_001146.8	NP_014319.1	YNL080C	EOS1
NC_001146.8	NP_014320.1	YNL079C	TPM1
NC_001146.8	NP_014321.3	YNL078W	NIS1
NC_001146.8	NP_014322.1	YNL077W	APJ1
NC_001146.8	NP_014323.1	YNL076W	MKS1
NC_001146.8	NP_014324.3	YNL075W	IMP4
NC_001146.8	NP_014325.3	YNL074C	MLF3
NC_001146.8	NP_014326.1	YNL073W	MSK1
NC_001146.8	NP_014327.1	YNL072W	RNH201
NC_001146.8	NP_014328.3	YNL071W	LAT1
NC_001146.8	NP_014329.1	YNL070W	TOM7
NC_001146.8	NP_014330.1	YNL069C	RPL16B
NC_001146.8	NP_014331.3	YNL068C	FKH2
NC_001146.8	NP_878156.3	YNL067W-B	NP_878156.3
NC_001146.8	NP_014332.1	YNL067W	RPL9B
NC_001146.8	NP_014333.1	YNL066W	SUN4
NC_001146.8	NP_014334.3	YNL065W	AQR1
NC_001146.8	NP_014335.1	YNL064C	YDJ1
NC_001146.8	NP_014336.1	YNL063W	MTQ1
NC_001146.8	NP_014337.3	YNL062C	GCD10
NC_001146.8	NP_014338.3	YNL061W	NOP2
NC_001146.8	NP_014339.1	YNL059C	ARP5
NC_001146.8	NP_014340.1	YNL058C	NP_014340.1
NC_001146.8	NP_014342.3	YNL056W	OCA2
NC_001146.8	NP_014343.1	YNL055C	POR1
NC_001146.8	NP_001268465.1	YNL054W-B	NP_001268465.1
NC_001146.8	NP_058180.1	YNL054W-A	NP_058180.1
NC_001146.8	NP_014344.3	YNL054W	VAC7
NC_001146.8	NP_014345.3	YNL053W	MSG5
NC_001146.8	NP_014346.1	YNL052W	COX5A
NC_001146.8	NP_014347.1	YNL051W	COG5
NC_001146.8	NP_014348.3	YNL050C	NP_014348.3
NC_001146.8	NP_014349.1	YNL049C	SFB2
NC_001146.8	NP_014350.1	YNL048W	ALG11
NC_001146.8	NP_014351.3	YNL047C	SLM2
NC_001146.8	NP_014352.3	YNL046W	NP_014352.3
NC_001146.8	NP_014353.1	YNL045W	LAP2
NC_001146.8	NP_014354.2	YNL044W	YIP3
NC_001146.8	NP_878157.3	YNL042W-B	NP_878157.3
NC_001146.8	NP_014356.1	YNL042W	BOP3
NC_001146.8	NP_014357.1	YNL041C	COG6
NC_001146.8	NP_014358.3	YNL040W	NP_014358.3
NC_001146.8	NP_014359.3	YNL039W	BDP1
NC_001146.8	NP_014360.2	YNL038W	GPI15
NC_001146.8	NP_014361.1	YNL037C	IDH1
NC_001146.8	NP_014362.3	YNL036W	NCE103
NC_001146.8	NP_014363.1	YNL035C	NP_014363.1
NC_001146.8	NP_014364.1	YNL034W	NP_014364.1
NC_001146.8	NP_014365.3	YNL033W	NP_014365.3
NC_001146.8	NP_014366.3	YNL032W	SIW14
NC_001146.8	NP_014367.1	YNL031C	HHT2
NC_001146.8	NP_014368.1	YNL030W	HHF2
NC_001146.8	NP_014369.3	YNL029C	KTR5
NC_001146.8	NP_014371.1	YNL027W	CRZ1
NC_001146.8	NP_014372.1	YNL026W	SAM50
NC_001146.8	NP_014373.3	YNL025C	SSN8
NC_001146.8	NP_878158.3	YNL024C-A	KSH1
NC_001146.8	NP_014374.1	YNL024C	EFM6
NC_001146.8	NP_014375.1	YNL023C	FAP1
NC_001146.8	NP_014376.3	YNL022C	RCM1
NC_001146.8	NP_014377.1	YNL021W	HDA1
NC_001146.8	NP_014378.1	YNL020C	ARK1
NC_001146.8	NP_014379.3	YNL019C	NP_014379.3
NC_001146.8	NP_014380.3	YNL018C	NP_014380.3
NC_001146.8	NP_014382.1	YNL016W	PUB1
NC_001146.8	NP_014383.1	YNL015W	PBI2
NC_001146.8	NP_014384.3	YNL014W	HEF3
NC_001146.8	NP_014386.2	YNL012W	SPO1
NC_001146.8	NP_014387.1	YNL011C	NP_014387.1
NC_001146.8	NP_014388.3	YNL010W	NP_014388.3
NC_001146.8	NP_014389.3	YNL009W	IDP3
NC_001146.8	NP_014390.2	YNL008C	ASI3
NC_001146.8	NP_014391.1	YNL007C	SIS1
NC_001146.8	NP_014392.3	YNL006W	LST8
NC_001146.8	NP_014393.1	YNL005C	MRP7
NC_001146.8	NP_014394.2	YNL004W	HRB1
NC_001146.8	NP_014395.3	YNL003C	PET8
NC_001146.8	NP_014396.3	YNL002C	RLP7
NC_001146.8	NP_014397.1	YNL001W	DOM34
NC_001146.8	NP_014398.1	YNR001C	CIT1
NC_001146.8	NP_014399.3	YNR002C	ATO2
NC_001146.8	NP_014400.1	YNR003C	RPC34
NC_001146.8	NP_014401.1	YNR004W	SWM2
NC_001146.8	NP_014403.3	YNR006W	VPS27
NC_001146.8	NP_014404.3	YNR007C	ATG3
NC_001146.8	NP_014405.1	YNR008W	LRO1
NC_001146.8	NP_014406.1	YNR009W	NRM1
NC_001146.8	NP_014407.3	YNR010W	CSE2
NC_001146.8	NP_014408.1	YNR011C	PRP2
NC_001146.8	NP_014409.1	YNR012W	URK1
NC_001146.8	NP_014410.3	YNR013C	PHO91
NC_001146.8	NP_014411.3	YNR014W	NP_014411.3
NC_001146.8	NP_014412.1	YNR015W	SMM1
NC_001146.8	NP_014413.1	YNR016C	ACC1
NC_001146.8	NP_014414.3	YNR017W	TIM23
NC_001146.8	NP_014415.1	YNR018W	RCF2
NC_001146.8	NP_014416.1	YNR019W	ARE2
NC_001146.8	NP_014417.3	YNR020C	ATP23
NC_001146.8	NP_014418.3	YNR021W	NP_014418.3
NC_001146.8	NP_014419.1	YNR022C	MRPL50
NC_001146.8	NP_014420.1	YNR023W	SNF12
NC_001146.8	NP_014421.3	YNR024W	MPP6
NC_001146.8	NP_014423.1	YNR026C	SEC12
NC_001146.8	NP_014424.1	YNR027W	BUD17
NC_001146.8	NP_014425.3	YNR028W	CPR8
NC_001146.8	NP_014426.3	YNR029C	NP_014426.3
NC_001146.8	NP_014427.1	YNR030W	ALG12
NC_001146.8	NP_014428.1	YNR031C	SSK2
NC_001146.8	NP_014429.3	YNR032W	PPG1
NC_001146.8	NP_014430.1	YNR032C-A	HUB1
NC_001146.8	NP_014431.1	YNR033W	ABZ1
NC_001146.8	NP_014432.3	YNR034W	SOL1
NC_001146.8	NP_061494.3	YNR034W-A	EGO4
NC_001146.8	NP_014433.1	YNR035C	ARC35
NC_001146.8	NP_014434.1	YNR036C	MRPS12
NC_001146.8	NP_014435.3	YNR037C	RSM19
NC_001146.8	NP_014436.1	YNR038W	DBP6
NC_001146.8	NP_014437.1	YNR039C	ZRG17
NC_001146.8	NP_014438.3	YNR040W	NP_014438.3
NC_001146.8	NP_014439.3	YNR041C	COQ2
NC_001146.8	NP_014441.1	YNR043W	MVD1
NC_001146.8	NP_014442.1	YNR044W	AGA1
NC_001146.8	NP_014443.3	YNR045W	PET494
NC_001146.8	NP_014444.1	YNR046W	TRM112
NC_001146.8	NP_014445.1	YNR047W	FPK1
NC_001146.8	NP_014446.3	YNR048W	NP_014446.3
NC_001146.8	NP_014447.3	YNR049C	MSO1
NC_001146.8	NP_014448.1	YNR050C	LYS9
NC_001146.8	NP_014449.1	YNR051C	BRE5
NC_001146.8	NP_014450.3	YNR052C	POP2
NC_001146.8	NP_014451.1	YNR053C	NOG2
NC_001146.8	NP_014452.1	YNR054C	ESF2
NC_001146.8	NP_014453.3	YNR055C	HOL1
NC_001146.8	NP_014454.3	YNR056C	BIO5
NC_001146.8	NP_014455.1	YNR057C	BIO4
NC_001146.8	NP_014456.1	YNR058W	BIO3
NC_001146.8	NP_014457.3	YNR059W	MNT4
NC_001146.8	NP_014458.1	YNR060W	FRE4
NC_001146.8	NP_014459.1	YNR061C	NP_014459.1
NC_001146.8	NP_014460.3	YNR062C	NP_014460.3
NC_001146.8	NP_014461.3	YNR063W	NP_014461.3
NC_001146.8	NP_014462.1	YNR064C	NP_014462.1
NC_001146.8	NP_014463.1	YNR065C	NP_014463.1
NC_001146.8	NP_014464.3	YNR066C	NP_014464.3
NC_001146.8	NP_014465.1	YNR067C	DSE4
NC_001146.8	NP_014466.1	YNR068C	NP_014466.1
NC_001146.8	NP_014467.3	YNR069C	BSC5
NC_001146.8	NP_014468.3	YNR070W	PDR18
NC_001146.8	NP_014469.1	YNR071C	NP_014469.1
NC_001146.8	NP_014470.1	YNR072W	HXT17
NC_001146.8	NP_014471.3	YNR073C	MAN2
NC_001146.8	NP_014472.1	YNR074C	AIF1
NC_001146.8	NP_014473.1	YNR075W	COS10
NC_001146.8	NP_878159.3	YNR075C-A	NP_878159.3
NC_001146.8	NP_014474.3	YNR076W	PAU6
NC_001146.8	NP_001254791.1	YNR077C	NP_001254791.1
NC_001147.6	NP_878160.1	YOL166W-A	NP_878160.1
NC_001147.6	NP_014477.1	YOL165C	AAD15
NC_001147.6	NP_878161.1	YOL164W-A	NP_878161.1
NC_001147.6	NP_014478.1	YOL164W	BDS1
NC_001147.6	NP_014479.1	YOL163W	NP_014479.1
NC_001147.6	NP_014480.1	YOL162W	NP_014480.1
NC_001147.6	NP_014481.1	YOL161C	PAU20
NC_001147.6	NP_001335811.1	YOL160W	NP_001335811.1
NC_001147.6	NP_076909.1	YOL159C-A	NP_076909.1
NC_001147.6	NP_014483.1	YOL159C	CSS3
NC_001147.6	NP_014484.1	YOL158C	ENB1
NC_001147.6	NP_014485.1	YOL157C	IMA2
NC_001147.6	NP_014486.1	YOL156W	HXT11
NC_001147.6	NP_878162.1	YOL155W-A	NP_878162.1
NC_001147.6	NP_014487.1	YOL155C	HPF1
NC_001147.6	NP_014488.1	YOL154W	ZPS1
NC_001147.6	NP_014489.2	YOL152W	FRE7
NC_001147.6	NP_014490.1	YOL151W	GRE2
NC_001147.6	NP_014492.1	YOL149W	DCP1
NC_001147.6	NP_014493.1	YOL148C	SPT20
NC_001147.6	NP_014494.1	YOL147C	PEX11
NC_001147.6	NP_014495.2	YOL146W	PSF3
NC_001147.6	NP_014496.2	YOL145C	CTR9
NC_001147.6	NP_014497.1	YOL144W	NOP8
NC_001147.6	NP_014498.1	YOL143C	RIB4
NC_001147.6	NP_014499.2	YOL142W	RRP40
NC_001147.6	NP_014500.2	YOL141W	PPM2
NC_001147.6	NP_014501.1	YOL140W	ARG8
NC_001147.6	NP_014502.1	YOL139C	CDC33
NC_001147.6	NP_014503.2	YOL138C	RTC1
NC_001147.6	NP_014504.1	YOL137W	BSC6
NC_001147.6	NP_014505.1	YOL136C	PFK27
NC_001147.6	NP_014506.1	YOL135C	MED7
NC_001147.6	NP_014508.1	YOL133W	HRT1
NC_001147.6	NP_014509.1	YOL132W	GAS4
NC_001147.6	NP_014510.1	YOL131W	NP_014510.1
NC_001147.6	NP_014511.1	YOL130W	ALR1
NC_001147.6	NP_014512.1	YOL129W	VPS68
NC_001147.6	NP_014513.1	YOL128C	YGK3
NC_001147.6	NP_014514.1	YOL127W	RPL25
NC_001147.6	NP_014515.2	YOL126C	MDH2
NC_001147.6	NP_014516.1	YOL125W	TRM13
NC_001147.6	NP_014517.1	YOL124C	TRM11
NC_001147.6	NP_014518.1	YOL123W	HRP1
NC_001147.6	NP_014519.1	YOL122C	SMF1
NC_001147.6	NP_014520.1	YOL121C	RPS19A
NC_001147.6	NP_014521.1	YOL120C	RPL18A
NC_001147.6	NP_014522.1	YOL119C	MCH4
NC_001147.6	NP_001335812.1	YOL118C	NP_001335812.1
NC_001147.6	NP_014524.1	YOL117W	RRI2
NC_001147.6	NP_014525.1	YOL116W	MSN1
NC_001147.6	NP_014526.1	YOL115W	PAP2
NC_001147.6	NP_014527.1	YOL114C	PTH4
NC_001147.6	NP_014528.1	YOL113W	SKM1
NC_001147.6	NP_014529.1	YOL112W	MSB4
NC_001147.6	NP_014530.1	YOL111C	MDY2
NC_001147.6	NP_014531.1	YOL110W	SHR5
NC_001147.6	NP_014532.1	YOL109W	ZEO1
NC_001147.6	NP_014533.1	YOL108C	INO4
NC_001147.6	NP_014534.1	YOL107W	NP_014534.1
NC_001147.6	NP_014536.1	YOL105C	WSC3
NC_001147.6	NP_014537.1	YOL104C	NDJ1
NC_001147.6	NP_058181.1	YOL103W-B	NP_058181.1
NC_001147.6	NP_058182.1	YOL103W-A	NP_058182.1
NC_001147.6	NP_014538.2	YOL103W	ITR2
NC_001147.6	NP_014539.1	YOL102C	TPT1
NC_001147.6	NP_014540.1	YOL101C	IZH4
NC_001147.6	NP_014541.1	YOL100W	PKH2
NC_001147.6	NP_014543.1	YOL098C	SDD3
NC_001147.6	NP_878163.1	YOL097W-A	NP_878163.1
NC_001147.6	NP_014544.1	YOL097C	WRS1
NC_001147.6	NP_014545.2	YOL096C	COQ3
NC_001147.6	NP_014546.1	YOL095C	HMI1
NC_001147.6	NP_014547.1	YOL094C	RFC4
NC_001147.6	NP_014548.1	YOL093W	TRM10
NC_001147.6	NP_014549.1	YOL092W	YPQ1
NC_001147.6	NP_014550.1	YOL091W	SPO21
NC_001147.6	NP_014551.1	YOL090W	MSH2
NC_001147.6	NP_014552.1	YOL089C	HAL9
NC_001147.6	NP_014553.1	YOL088C	MPD2
NC_001147.6	NP_014554.1	YOL087C	DUF1
NC_001147.6	NP_076910.1	YOL086W-A	MHF1
NC_001147.6	NP_014555.1	YOL086C	ADH1
NC_001147.6	NP_001335813.1	YOL085C	NP_001335813.1
NC_001147.6	NP_014557.1	YOL084W	PHM7
NC_001147.6	NP_014558.1	YOL083W	ATG34
NC_001147.6	NP_014559.1	YOL082W	ATG19
NC_001147.6	NP_014560.1	YOL081W	IRA2
NC_001147.6	NP_014561.1	YOL080C	REX4
NC_001147.6	NP_014563.1	YOL078W	AVO1
NC_001147.6	NP_014564.1	YOL077W-A	ATP19
NC_001147.6	NP_014565.2	YOL077C	BRX1
NC_001147.6	NP_014566.1	YOL076W	MDM20
NC_001147.6	NP_014567.2	YOL075C	NP_014567.2
NC_001147.6	NP_014568.1	YOL073C	DSC2
NC_001147.6	NP_014569.1	YOL072W	THP1
NC_001147.6	NP_014570.1	YOL071W	SDH5
NC_001147.6	NP_014571.1	YOL070C	NBA1
NC_001147.6	NP_014572.1	YOL069W	NUF2
NC_001147.6	NP_014573.1	YOL068C	HST1
NC_001147.6	NP_014574.1	YOL067C	RTG1
NC_001147.6	NP_014575.1	YOL066C	RIB2
NC_001147.6	NP_014576.1	YOL065C	INP54
NC_001147.6	NP_014577.1	YOL064C	MET22
NC_001147.6	NP_014578.1	YOL063C	CRT10
NC_001147.6	NP_014579.1	YOL062C	APM4
NC_001147.6	NP_014580.1	YOL061W	PRS5
NC_001147.6	NP_014581.1	YOL060C	MAM3
NC_001147.6	NP_014582.1	YOL059W	GPD2
NC_001147.6	NP_014583.2	YOL058W	ARG1
NC_001147.6	NP_014584.1	YOL057W	NP_014584.1
NC_001147.6	NP_014585.1	YOL056W	GPM3
NC_001147.6	NP_014586.1	YOL055C	THI20
NC_001147.6	NP_014587.1	YOL054W	PSH1
