scerevisiae	sbayanus
NP_012367.2	Sbay_6.249
NP_012368.1	Sbay_6.248
NP_012369.1	Sbay_6.247
NP_012370.1	Sbay_6.246
NP_012371.2	Sbay_6.245
NP_012372.1	Sbay_6.244
NP_012373.2	Sbay_6.243
NP_012374.1	Sbay_6.241
NP_012375.2	Sbay_6.240
NP_012376.3	Sbay_11.60
NP_012377.1	Sbay_6.237
NP_012378.1	Sbay_6.236
NP_012379.2	Sbay_6.235
NP_012380.1	Sbay_6.234
NP_012381.1	Sbay_6.232
NP_012382.2	Sbay_6.231
NP_012384.1	Sbay_6.230
NP_012386.1	Sbay_6.229
NP_012387.1	Sbay_6.228
NP_012388.1	Sbay_6.227
NP_012389.1	Sbay_6.226
NP_012390.1	Sbay_6.225
NP_012391.1	Sbay_6.224
NP_012392.1	Sbay_6.223
NP_012394.1	Sbay_6.221
NP_012395.1	Sbay_6.220
NP_012396.1	Sbay_6.219
NP_012398.1	Sbay_6.217
NP_012401.1	Sbay_6.215
NP_012402.1	Sbay_6.213
NP_012403.1	Sbay_6.212
NP_012404.1	Sbay_6.211
NP_012405.2	Sbay_6.210
NP_012406.1	Sbay_6.209
NP_012407.2	Sbay_6.208
NP_012408.1	Sbay_6.206
NP_012409.1	Sbay_6.205
NP_012410.1	Sbay_6.204
NP_012411.1	Sbay_6.203
NP_012412.1	Sbay_6.202
NP_012413.1	Sbay_6.201
NP_012414.1	Sbay_6.200
NP_012417.1	Sbay_6.199
NP_012418.1	Sbay_6.198
NP_012419.1	Sbay_6.197
NP_012420.1	Sbay_6.196
NP_012423.1	Sbay_6.187
NP_012424.1	Sbay_6.186
NP_012425.1	Sbay_6.185
NP_012426.1	Sbay_6.184
NP_012427.1	Sbay_6.183
NP_012429.1	Sbay_6.182
NP_012430.1	Sbay_6.181
NP_012431.1	Sbay_6.180
NP_012432.1	Sbay_6.178
NP_012433.1	Sbay_6.177
NP_012434.1	Sbay_6.175
NP_012435.1	Sbay_6.174
NP_012436.1	Sbay_6.173
NP_012437.1	Sbay_6.172
NP_012438.1	Sbay_6.171
NP_012439.2	Sbay_6.170
NP_012440.1	Sbay_6.169
NP_012441.1	Sbay_6.168
NP_012442.1	Sbay_6.167
NP_012443.1	Sbay_6.166
NP_012444.2	Sbay_6.165
NP_012445.1	Sbay_6.164
NP_012446.1	Sbay_6.161
NP_012447.1	Sbay_6.160
NP_012448.1	Sbay_6.159
NP_012450.1	Sbay_6.158
NP_012451.1	Sbay_6.157
NP_012452.1	Sbay_6.156
NP_012453.1	Sbay_6.155
NP_012454.1	Sbay_6.154
NP_012455.1	Sbay_6.153
NP_012456.1	Sbay_6.151
NP_012459.1	Sbay_6.150
NP_012461.1	Sbay_6.149
NP_012462.3	Sbay_6.148
NP_012463.1	Sbay_6.147
NP_012464.1	Sbay_6.146
NP_012465.3	Sbay_6.145
NP_012466.1	Sbay_6.144
NP_012467.1	Sbay_6.143
NP_012469.3	Sbay_6.142
NP_012470.1	Sbay_6.141
NP_012472.1	Sbay_6.140
NP_012473.1	Sbay_6.138
NP_012474.1	Sbay_6.137
NP_012475.3	Sbay_6.136
NP_012476.1	Sbay_6.135
NP_012477.1	Sbay_6.134
NP_012478.3	Sbay_6.133
NP_012479.1	Sbay_6.132
NP_012480.1	Sbay_6.131
NP_012481.3	Sbay_6.130
NP_012482.1	Sbay_6.129
NP_012483.3	Sbay_6.127
NP_012484.1	Sbay_6.126
NP_012485.1	Sbay_6.125
NP_012486.3	Sbay_6.124
NP_012487.1	Sbay_6.123
NP_012488.3	Sbay_6.121
NP_012489.2	Sbay_6.120
NP_012490.1	Sbay_12.28
NP_012491.3	Sbay_12.29
NP_012492.1	Sbay_12.30
NP_012493.1	Sbay_12.35
NP_012494.3	Sbay_12.36
NP_012495.1	Sbay_12.37
NP_012496.1	Sbay_12.40
NP_012497.3	Sbay_12.41
NP_012498.1	Sbay_12.45
NP_012499.1	Sbay_12.46
NP_012500.3	Sbay_12.47
NP_012501.1	Sbay_12.48
NP_012503.2	Sbay_12.49
NP_012504.3	Sbay_12.50
NP_012505.1	Sbay_12.51
NP_012507.3	Sbay_12.54
NP_012508.1	Sbay_12.55
NP_012509.1	Sbay_12.56
NP_012510.3	Sbay_12.57
NP_012511.1	Sbay_12.59
NP_012514.2	Sbay_12.60
NP_012515.4	Sbay_12.61
NP_012518.2	Sbay_12.62
NP_012520.1	Sbay_12.63
NP_012521.3	Sbay_12.64
NP_012522.2	Sbay_12.65
NP_012523.2	Sbay_12.66
NP_012524.3	Sbay_12.69
NP_012526.1	Sbay_12.71
NP_012528.1	Sbay_12.74
NP_012529.3	Sbay_12.76
NP_012530.1	Sbay_12.77
NP_012531.1	Sbay_12.78
NP_012532.3	Sbay_12.79
NP_012533.1	Sbay_12.80
NP_012534.1	Sbay_12.83
NP_012535.3	Sbay_12.84
NP_012536.2	Sbay_12.85
NP_012537.1	Sbay_12.87
NP_012538.3	Sbay_12.88
NP_012539.1	Sbay_12.90
NP_012540.3	Sbay_12.91
NP_012541.1	Sbay_12.92
NP_012542.1	Sbay_12.93
NP_012543.3	Sbay_12.94
NP_012544.1	Sbay_12.95
NP_012545.1	Sbay_12.96
NP_012546.3	Sbay_12.97
NP_012547.2	Sbay_12.98
NP_012548.1	Sbay_12.99
NP_012549.3	Sbay_12.103
NP_012550.1	Sbay_12.104
NP_012551.2	Sbay_12.105
NP_012553.3	Sbay_12.106
NP_012555.1	Sbay_12.107
NP_012556.2	Sbay_12.109
NP_012558.3	Sbay_12.110
NP_012559.1	Sbay_12.111
NP_012564.3	Sbay_12.112
NP_012565.1	Sbay_12.113
NP_012566.1	Sbay_12.114
NP_012567.3	Sbay_12.116
NP_012568.1	Sbay_12.117
NP_012569.1	Sbay_12.118
NP_012570.3	Sbay_12.119
NP_012573.1	Sbay_12.121
NP_012574.1	Sbay_12.122
NP_012575.3	Sbay_12.123
NP_012576.1	Sbay_12.124
NP_012577.1	Sbay_12.125
NP_012578.3	Sbay_12.127
NP_012579.1	Sbay_12.128
NP_012580.1	Sbay_12.129
NP_012581.3	Sbay_12.131
NP_012582.1	Sbay_12.132
NP_012583.1	Sbay_12.133
NP_012584.3	Sbay_12.134
NP_012585.1	Sbay_12.135
NP_012586.1	Sbay_12.137
NP_012587.3	Sbay_12.138
NP_012588.1	Sbay_12.139
NP_012589.1	Sbay_12.141
NP_012590.3	Sbay_12.144
NP_012591.1	Sbay_12.146
NP_012592.1	Sbay_12.147
NP_012593.3	Sbay_12.148
NP_012594.1	Sbay_12.149
NP_012595.1	Sbay_12.150
NP_012596.3	Sbay_12.151
NP_012597.1	Sbay_12.152
NP_012598.1	Sbay_12.153
NP_012599.3	Sbay_12.154
NP_012600.1	Sbay_12.155
NP_012601.1	Sbay_12.157
NP_012602.3	Sbay_12.158
NP_012603.1	Sbay_12.159
NP_012604.1	Sbay_12.160
NP_012606.3	Sbay_12.162
NP_012607.1	Sbay_12.163
NP_012608.1	Sbay_12.164
NP_012609.3	Sbay_12.165
NP_012610.1	Sbay_12.166
NP_012611.1	Sbay_12.167
NP_012612.3	Sbay_12.168
NP_012614.1	Sbay_12.169
NP_012615.3	Sbay_12.170
NP_012616.1	Sbay_12.171
NP_012617.1	Sbay_12.172
NP_012618.3	Sbay_12.173
NP_012619.1	Sbay_12.174
NP_012621.1	Sbay_12.175
NP_012622.3	Sbay_12.176
NP_012623.1	Sbay_12.177
NP_012624.1	Sbay_12.178
NP_012625.5	Sbay_12.179
NP_012626.1	Sbay_12.180
NP_012627.1	Sbay_12.181
NP_012629.1	Sbay_12.183
NP_012630.1	Sbay_12.184
NP_012631.3	Sbay_12.185
NP_012632.2	Sbay_12.186
NP_012633.1	Sbay_12.187
NP_012634.3	Sbay_12.188
NP_012635.1	Sbay_12.190
NP_012636.1	Sbay_12.191
NP_012637.4	Sbay_12.192
NP_012638.1	Sbay_12.193
NP_012639.1	Sbay_12.194
NP_012640.4	Sbay_12.195
NP_012641.2	Sbay_12.196
NP_012642.1	Sbay_12.199
NP_012643.3	Sbay_12.200
NP_012644.1	Sbay_12.201
NP_012645.1	Sbay_12.202
NP_012646.3	Sbay_12.203
NP_012647.1	Sbay_12.205
NP_012649.3	Sbay_12.206
NP_012650.1	Sbay_12.207
NP_012651.1	Sbay_12.208
NP_012652.3	Sbay_12.209
NP_012653.1	Sbay_12.210
NP_012655.3	Sbay_12.212
NP_012656.1	Sbay_12.213
NP_012657.1	Sbay_12.214
NP_012658.3	Sbay_12.215
NP_012659.1	Sbay_12.216
NP_012660.1	Sbay_12.217
NP_012661.3	Sbay_12.218
NP_012663.2	Sbay_12.220
NP_012664.1	Sbay_12.221
NP_012665.3	Sbay_12.222
NP_012666.2	Sbay_12.223
NP_012667.1	Sbay_12.224
NP_012668.3	Sbay_12.225
NP_012669.1	Sbay_12.226
NP_012670.3	Sbay_12.228
NP_012672.1	Sbay_12.230
NP_012673.3	Sbay_12.232
NP_012674.1	Sbay_12.233
NP_012675.1	Sbay_12.234
NP_012676.3	Sbay_12.235
NP_012677.1	Sbay_12.236
NP_012678.1	Sbay_12.237
NP_012679.3	Sbay_15.409
NP_012681.1	Sbay_12.241
NP_012682.1	Sbay_12.242
NP_012683.4	Sbay_12.246
NP_012686.3	Sbay_12.249
NP_012687.3	Sbay_12.250
NP_012688.1	Sbay_2.190
NP_012693.1	Sbay_12.260
NP_012700.1	Sbay_15.3
NP_012701.2	Sbay_15.4
NP_012705.1	Sbay_11.3
NP_012706.1	Sbay_11.4
NP_012707.1	Sbay_11.5
NP_012708.1	Sbay_11.6
NP_012709.1	Sbay_11.7
NP_012710.1	Sbay_11.8
NP_012711.1	Sbay_11.9
NP_012712.1	Sbay_11.10
NP_012713.1	Sbay_11.11
NP_012714.1	Sbay_11.13
NP_012715.3	Sbay_11.14
NP_012716.1	Sbay_11.15
NP_012717.1	Sbay_11.17
NP_012718.1	Sbay_11.19
NP_012719.2	Sbay_11.20
NP_012721.1	Sbay_11.21
NP_012723.3	Sbay_11.24
NP_012724.1	Sbay_11.25
NP_012725.1	Sbay_11.27
NP_012726.2	Sbay_11.28
NP_012727.1	Sbay_11.29
NP_012728.1	Sbay_11.30
NP_012729.1	Sbay_11.31
NP_012730.1	Sbay_11.32
NP_012731.1	Sbay_11.33
NP_012732.1	Sbay_11.35
NP_012733.1	Sbay_11.36
NP_012734.1	Sbay_11.37
NP_012735.1	Sbay_11.38
NP_012736.1	Sbay_11.39
NP_012737.1	Sbay_11.40
NP_012738.1	Sbay_11.41
NP_012739.1	Sbay_11.42
NP_012740.1	Sbay_11.43
NP_012742.1	Sbay_11.45
NP_012743.1	Sbay_11.46
NP_012745.1	Sbay_11.47
NP_012746.1	Sbay_11.48
NP_012747.1	Sbay_11.49
NP_012748.1	Sbay_11.50
NP_012749.1	Sbay_11.51
NP_012750.1	Sbay_11.52
NP_012751.1	Sbay_11.53
NP_012753.2	Sbay_11.54
NP_012754.1	Sbay_11.55
NP_012755.1	Sbay_11.56
NP_012756.1	Sbay_11.58
NP_012760.1	Sbay_11.64
NP_012761.1	Sbay_11.65
NP_012762.1	Sbay_11.66
NP_012763.1	Sbay_11.67
NP_012765.3	Sbay_11.69
NP_012767.1	Sbay_11.71
NP_012768.1	Sbay_11.72
NP_012770.1	Sbay_11.74
NP_012771.1	Sbay_11.75
NP_012772.1	Sbay_11.76
NP_012773.1	Sbay_11.77
NP_012774.1	Sbay_11.78
NP_012776.1	Sbay_11.79
NP_012777.1	Sbay_11.80
NP_012778.1	Sbay_11.81
NP_012779.1	Sbay_11.82
NP_012780.1	Sbay_11.83
NP_012781.1	Sbay_11.84
NP_012782.1	Sbay_11.85
NP_012783.1	Sbay_11.86
NP_012784.1	Sbay_11.88
NP_012785.2	Sbay_11.89
NP_012787.1	Sbay_11.90
NP_012788.2	Sbay_11.91
NP_012789.2	Sbay_11.92
NP_012790.1	Sbay_11.93
NP_012792.1	Sbay_11.94
NP_012793.2	Sbay_11.95
NP_012794.1	Sbay_11.96
NP_012795.1	Sbay_11.98
NP_012796.1	Sbay_11.99
NP_012797.1	Sbay_11.100
NP_012798.1	Sbay_11.101
NP_012800.1	Sbay_11.102
NP_012801.1	Sbay_11.103
NP_012802.1	Sbay_11.104
NP_012803.1	Sbay_11.105
NP_012805.1	Sbay_11.107
NP_012806.1	Sbay_11.108
NP_012808.1	Sbay_11.110
NP_012809.1	Sbay_11.111
NP_012810.1	Sbay_11.112
NP_012812.1	Sbay_11.113
NP_012813.1	Sbay_11.114
NP_012814.1	Sbay_11.115
NP_012815.1	Sbay_11.116
NP_012816.1	Sbay_11.118
NP_012817.1	Sbay_11.119
NP_012818.1	Sbay_11.120
NP_012819.1	Sbay_11.121
NP_012821.2	Sbay_11.123
NP_012822.1	Sbay_11.124
NP_012823.2	Sbay_11.125
NP_012824.1	Sbay_11.126
NP_012826.1	Sbay_11.127
NP_012827.1	Sbay_11.129
NP_012828.1	Sbay_11.130
NP_012829.1	Sbay_11.131
NP_012830.1	Sbay_11.132
NP_012831.1	Sbay_11.133
NP_012832.1	Sbay_11.134
NP_012833.1	Sbay_11.135
NP_012834.1	Sbay_11.136
NP_012835.1	Sbay_11.137
NP_012836.1	Sbay_11.138
NP_012837.1	Sbay_11.139
NP_012838.1	Sbay_11.140
NP_012839.1	Sbay_11.141
NP_012841.1	Sbay_11.142
NP_012842.1	Sbay_11.143
NP_012843.1	Sbay_11.144
NP_012844.1	Sbay_11.145
NP_012845.1	Sbay_11.146
NP_012846.1	Sbay_11.147
NP_012848.1	Sbay_11.148
NP_012849.1	Sbay_11.149
NP_012850.1	Sbay_11.150
NP_012851.1	Sbay_11.151
NP_012852.1	Sbay_1.117
NP_012853.1	Sbay_17.4
NP_012854.1	Sbay_11.153
NP_012855.1	Sbay_11.156
NP_012856.1	Sbay_11.158
NP_012858.2	Sbay_11.160
NP_012859.1	Sbay_11.161
NP_012860.1	Sbay_11.162
NP_012861.1	Sbay_11.164
NP_012862.1	Sbay_11.165
NP_012863.1	Sbay_11.166
NP_012864.1	Sbay_11.167
NP_012865.1	Sbay_11.168
NP_012866.1	Sbay_11.169
NP_012867.1	Sbay_11.170
NP_012868.1	Sbay_11.171
NP_012869.1	Sbay_11.172
NP_012870.1	Sbay_11.173
NP_012872.2	Sbay_11.174
NP_012873.1	Sbay_11.175
NP_012874.1	Sbay_11.176
NP_012875.2	Sbay_11.177
NP_012876.1	Sbay_11.178
NP_012877.1	Sbay_11.179
NP_012878.1	Sbay_11.180
NP_012879.1	Sbay_11.181
NP_012881.1	Sbay_11.182
NP_012882.3	Sbay_11.183
NP_012883.1	Sbay_11.184
NP_012884.3	Sbay_11.185
NP_012885.2	Sbay_11.186
NP_012886.3	Sbay_11.187
NP_012889.3	Sbay_11.188
NP_012890.1	Sbay_11.189
NP_012891.4	Sbay_11.190
NP_012892.1	Sbay_11.191
NP_012893.3	Sbay_11.193
NP_012896.1	Sbay_11.195
NP_012897.3	Sbay_11.197
NP_012898.1	Sbay_11.198
NP_012899.3	Sbay_11.200
NP_012900.1	Sbay_11.201
NP_012901.3	Sbay_11.202
NP_012902.4	Sbay_11.203
NP_012903.1	Sbay_11.204
NP_012904.3	Sbay_11.205
NP_012905.1	Sbay_11.207
NP_012906.3	Sbay_11.208
NP_012907.3	Sbay_11.210
NP_012908.1	Sbay_11.211
NP_012909.3	Sbay_11.212
NP_012910.1	Sbay_11.213
NP_012911.3	Sbay_11.214
NP_012912.1	Sbay_11.215
NP_012913.3	Sbay_11.216
NP_012914.1	Sbay_11.217
NP_012915.3	Sbay_11.218
NP_012916.1	Sbay_11.219
NP_012917.3	Sbay_11.220
NP_012918.1	Sbay_11.221
NP_012919.3	Sbay_11.222
NP_012921.3	Sbay_11.224
NP_012922.1	Sbay_11.225
NP_012923.3	Sbay_11.226
NP_012924.2	Sbay_11.227
NP_012925.3	Sbay_11.228
NP_012926.1	Sbay_11.231
NP_012927.3	Sbay_11.232
NP_012928.1	Sbay_11.233
NP_012929.4	Sbay_11.235
NP_012930.2	Sbay_11.236
NP_012931.4	Sbay_11.237
NP_012932.1	Sbay_11.238
NP_012933.4	Sbay_11.239
NP_012934.1	Sbay_11.240
NP_012935.3	Sbay_11.242
NP_012936.1	Sbay_11.243
NP_012938.3	Sbay_11.245
NP_012939.1	Sbay_11.246
NP_012940.3	Sbay_11.247
NP_012941.1	Sbay_11.248
NP_012942.3	Sbay_11.249
NP_012943.1	Sbay_11.250
NP_012944.3	Sbay_11.251
NP_012945.1	Sbay_11.252
NP_012946.3	Sbay_11.253
NP_012947.1	Sbay_11.254
NP_012948.3	Sbay_11.255
NP_012949.1	Sbay_11.256
NP_012950.3	Sbay_11.257
NP_012951.1	Sbay_11.258
NP_012952.3	Sbay_11.260
NP_012953.2	Sbay_11.261
NP_012954.3	Sbay_11.262
NP_012955.1	Sbay_11.263
NP_012956.3	Sbay_11.264
NP_012959.1	Sbay_11.266
NP_012961.3	Sbay_11.267
NP_012962.3	Sbay_11.268
NP_012963.3	Sbay_11.269
NP_012964.2	Sbay_11.270
NP_012965.3	Sbay_11.273
NP_012967.1	Sbay_11.275
NP_012968.4	Sbay_11.277
NP_012969.1	Sbay_11.278
NP_012970.3	Sbay_11.279
NP_012971.2	Sbay_11.280
NP_012972.3	Sbay_11.281
NP_012974.1	Sbay_11.282
NP_012975.3	Sbay_11.283
NP_012976.1	Sbay_11.284
NP_012977.3	Sbay_11.285
NP_012978.1	Sbay_11.286
NP_012979.3	Sbay_11.287
NP_012980.1	Sbay_11.288
NP_012981.3	Sbay_11.289
NP_012982.2	Sbay_11.290
NP_012983.3	Sbay_11.291
NP_012984.2	Sbay_11.292
NP_012985.3	Sbay_6.218
NP_012986.1	Sbay_11.295
NP_012987.3	Sbay_11.296
NP_012988.1	Sbay_11.297
NP_012989.3	Sbay_11.298
NP_012990.1	Sbay_11.299
NP_012991.3	Sbay_11.300
NP_012992.1	Sbay_11.301
NP_012993.3	Sbay_11.302
NP_012994.1	Sbay_11.303
NP_012995.3	Sbay_11.304
NP_012996.1	Sbay_11.305
NP_012997.3	Sbay_11.306
NP_012998.1	Sbay_11.307
NP_013000.3	Sbay_11.310
NP_013001.1	Sbay_11.311
NP_013002.3	Sbay_11.312
NP_013003.1	Sbay_11.313
NP_013004.3	Sbay_11.314
NP_013005.1	Sbay_11.315
NP_013006.3	Sbay_11.316
NP_013007.1	Sbay_11.317
NP_013008.3	Sbay_11.318
NP_013009.1	Sbay_11.319
NP_013010.3	Sbay_11.320
NP_013011.1	Sbay_11.321
NP_013012.3	Sbay_11.322
NP_013013.2	Sbay_11.323
NP_013014.3	Sbay_11.324
NP_013015.1	Sbay_11.325
NP_013016.4	Sbay_11.326
NP_013017.2	Sbay_11.327
NP_013018.3	Sbay_11.328
NP_013019.1	Sbay_11.329
NP_013020.3	Sbay_11.330
NP_013021.1	Sbay_11.331
NP_013022.1	Sbay_11.333
NP_013023.3	Sbay_11.334
NP_013024.1	Sbay_11.335
NP_013025.3	Sbay_11.336
NP_013026.2	Sbay_11.338
NP_013027.4	Sbay_11.339
NP_013028.1	Sbay_11.340
NP_013037.1	Sbay_10.4
NP_013038.1	Sbay_16.17
NP_013039.1	Sbay_16.18
NP_013040.1	Sbay_10.7
NP_013042.1	Sbay_10.8
NP_013043.1	Sbay_10.12
NP_013044.1	Sbay_13.222
NP_013045.1	Sbay_10.14
NP_013046.2	Sbay_10.18
NP_013047.1	Sbay_10.19
NP_013049.1	Sbay_10.20
NP_013050.1	Sbay_10.21
NP_013051.1	Sbay_10.22
NP_013052.1	Sbay_10.23
NP_013054.1	Sbay_10.24
NP_013055.1	Sbay_8.18
NP_013057.1	Sbay_10.26
NP_013058.1	Sbay_10.27
NP_013059.1	Sbay_10.28
NP_013060.1	Sbay_10.29
NP_013061.1	Sbay_10.30
NP_013062.1	Sbay_10.35
NP_013064.1	Sbay_10.36
NP_013065.1	Sbay_10.37
NP_013066.1	Sbay_10.38
NP_013067.1	Sbay_10.39
NP_013068.1	Sbay_10.40
NP_013069.1	Sbay_10.41
NP_013071.1	Sbay_10.42
NP_013072.1	Sbay_10.43
NP_013073.1	Sbay_10.44
NP_013074.1	Sbay_10.45
NP_013077.1	Sbay_10.51
NP_013078.1	Sbay_10.52
NP_013079.1	Sbay_10.54
NP_013081.1	Sbay_10.55
NP_013082.1	Sbay_10.56
NP_013083.1	Sbay_10.57
NP_013086.1	Sbay_10.59
NP_013087.1	Sbay_10.61
NP_013088.1	Sbay_10.62
NP_013089.1	Sbay_10.63
NP_013090.1	Sbay_10.64
NP_013091.1	Sbay_10.65
NP_013092.1	Sbay_10.66
NP_013093.1	Sbay_10.67
NP_013094.1	Sbay_10.68
NP_013095.1	Sbay_10.69
NP_013096.1	Sbay_10.71
NP_013097.1	Sbay_10.72
NP_013098.1	Sbay_10.73
NP_013099.1	Sbay_10.74
NP_013100.1	Sbay_10.75
NP_013101.1	Sbay_10.78
NP_013102.1	Sbay_10.79
NP_013103.1	Sbay_10.81
NP_013104.1	Sbay_10.82
NP_013105.1	Sbay_10.83
NP_013106.1	Sbay_10.84
NP_013107.1	Sbay_10.85
NP_013108.1	Sbay_10.86
NP_013109.1	Sbay_10.87
NP_013110.1	Sbay_10.88
NP_013111.1	Sbay_10.91
NP_013112.2	Sbay_10.92
NP_013113.1	Sbay_10.93
NP_013114.1	Sbay_10.94
NP_013115.1	Sbay_10.95
NP_013116.1	Sbay_10.96
NP_013117.1	Sbay_10.97
NP_013118.1	Sbay_10.98
NP_013119.1	Sbay_10.99
NP_013120.1	Sbay_10.100
NP_013121.1	Sbay_10.101
NP_013122.1	Sbay_10.102
NP_013123.1	Sbay_10.104
NP_013124.1	Sbay_10.105
NP_013125.1	Sbay_10.106
NP_013126.1	Sbay_10.107
NP_013127.2	Sbay_10.108
NP_013128.1	Sbay_10.109
NP_013131.1	Sbay_10.111
NP_013132.1	Sbay_10.112
NP_013133.1	Sbay_10.113
NP_013134.1	Sbay_10.114
NP_013135.1	Sbay_10.116
NP_013139.1	Sbay_10.123
NP_013140.1	Sbay_10.124
NP_013141.1	Sbay_10.125
NP_013143.1	Sbay_10.126
NP_013144.1	Sbay_10.127
NP_013145.1	Sbay_10.128
NP_013146.1	Sbay_10.129
NP_013147.1	Sbay_10.130
NP_013148.1	Sbay_10.131
NP_013150.1	Sbay_10.133
NP_013151.1	Sbay_10.134
NP_013152.1	Sbay_10.135
NP_013153.1	Sbay_10.136
NP_013154.1	Sbay_10.137
NP_013155.2	Sbay_10.138
NP_013156.1	Sbay_10.139
NP_013157.1	Sbay_10.140
NP_013158.1	Sbay_10.141
NP_013159.1	Sbay_10.142
NP_013160.1	Sbay_10.143
NP_013161.1	Sbay_10.144
NP_013164.1	Sbay_10.147
NP_013165.1	Sbay_10.148
NP_013166.1	Sbay_10.149
NP_013167.1	Sbay_10.150
NP_013168.1	Sbay_10.151
NP_013169.1	Sbay_10.152
NP_013170.1	Sbay_10.153
NP_013171.1	Sbay_10.154
NP_013172.1	Sbay_10.155
NP_013173.1	Sbay_10.156
NP_013174.1	Sbay_10.157
NP_013175.1	Sbay_10.158
NP_013176.1	Sbay_10.159
NP_013178.1	Sbay_10.160
NP_013179.1	Sbay_10.161
NP_013180.1	Sbay_10.162
NP_013181.1	Sbay_10.163
NP_013182.1	Sbay_10.164
NP_013183.1	Sbay_10.166
NP_013184.1	Sbay_10.167
NP_013185.1	Sbay_10.168
NP_013186.1	Sbay_10.169
NP_013187.1	Sbay_10.170
NP_013188.1	Sbay_10.171
NP_013189.1	Sbay_10.172
NP_013190.1	Sbay_10.173
NP_013191.1	Sbay_10.174
NP_013192.1	Sbay_10.175
NP_013193.1	Sbay_10.176
NP_013194.2	Sbay_10.177
NP_013195.1	Sbay_10.178
NP_013196.1	Sbay_10.179
NP_013197.1	Sbay_10.180
NP_013198.1	Sbay_10.181
NP_013199.1	Sbay_10.182
NP_013200.1	Sbay_10.183
NP_013201.1	Sbay_10.186
NP_013203.1	Sbay_10.187
NP_013204.1	Sbay_10.188
NP_013205.1	Sbay_10.189
NP_013206.1	Sbay_10.190
NP_013207.1	Sbay_10.191
NP_013208.1	Sbay_10.192
NP_013209.1	Sbay_10.198
NP_013210.1	Sbay_10.199
NP_013211.1	Sbay_10.200
NP_013214.1	Sbay_10.202
NP_013215.1	Sbay_10.205
NP_013216.1	Sbay_10.206
NP_013217.1	Sbay_10.207
NP_013218.1	Sbay_10.208
NP_013219.1	Sbay_10.209
NP_013220.1	Sbay_10.210
NP_013221.1	Sbay_10.211
NP_013222.1	Sbay_10.212
NP_013226.1	Sbay_2.6
NP_013227.1	Sbay_10.219
NP_013228.1	Sbay_10.220
NP_013229.1	Sbay_10.221
NP_013230.1	Sbay_10.222
NP_013231.1	Sbay_10.223
NP_013232.1	Sbay_10.224
NP_013233.1	Sbay_10.225
NP_013234.1	Sbay_10.226
NP_013235.1	Sbay_10.227
NP_013236.1	Sbay_10.228
NP_013237.1	Sbay_10.229
NP_013238.1	Sbay_10.230
NP_013239.1	Sbay_10.231
NP_013240.1	Sbay_10.232
NP_013242.1	Sbay_10.235
NP_013243.1	Sbay_10.237
NP_013244.1	Sbay_10.239
NP_013245.1	Sbay_10.241
NP_013246.1	Sbay_10.242
NP_013247.1	Sbay_10.243
NP_013248.1	Sbay_10.245
NP_013249.1	Sbay_10.246
NP_013250.1	Sbay_10.247
NP_013251.1	Sbay_10.249
NP_013252.1	Sbay_10.250
NP_013253.1	Sbay_10.251
NP_013254.1	Sbay_10.252
NP_013255.1	Sbay_10.253
NP_013264.1	Sbay_10.260
NP_013265.1	Sbay_10.261
NP_013266.1	Sbay_10.262
NP_013267.1	Sbay_10.263
NP_013268.1	Sbay_10.266
NP_013269.1	Sbay_10.267
NP_013271.1	Sbay_10.268
NP_013273.1	Sbay_10.269
NP_013274.1	Sbay_10.270
NP_013275.1	Sbay_10.271
NP_013276.1	Sbay_10.272
NP_013277.1	Sbay_10.273
NP_013278.1	Sbay_10.274
NP_013279.1	Sbay_10.275
NP_013280.1	Sbay_10.276
NP_013281.1	Sbay_10.277
NP_013282.1	Sbay_10.278
NP_013283.1	Sbay_10.279
NP_013284.1	Sbay_10.280
NP_013286.1	Sbay_10.281
NP_013287.1	Sbay_10.282
NP_013288.1	Sbay_10.283
NP_013289.1	Sbay_10.284
NP_013290.1	Sbay_10.285
NP_013291.1	Sbay_10.286
NP_013292.1	Sbay_10.287
NP_013293.1	Sbay_10.288
NP_013294.1	Sbay_10.289
NP_013295.1	Sbay_10.290
NP_013296.1	Sbay_10.291
NP_013297.1	Sbay_10.292
NP_013298.1	Sbay_10.293
NP_013300.2	Sbay_10.294
NP_013301.1	Sbay_10.295
NP_013302.1	Sbay_10.296
NP_013304.1	Sbay_10.297
NP_013305.1	Sbay_10.298
NP_013306.2	Sbay_10.299
NP_013307.1	Sbay_10.300
NP_013308.1	Sbay_10.301
NP_013309.1	Sbay_10.302
NP_013310.1	Sbay_10.303
NP_013311.1	Sbay_10.304
NP_013312.2	Sbay_10.305
NP_013313.1	Sbay_10.306
NP_013314.1	Sbay_10.307
NP_013315.1	Sbay_10.308
NP_013316.1	Sbay_10.310
NP_013317.1	Sbay_10.311
NP_013319.1	Sbay_10.312
NP_013320.1	Sbay_10.313
NP_013321.1	Sbay_10.314
NP_013322.1	Sbay_10.315
NP_013323.1	Sbay_10.316
NP_013324.1	Sbay_10.317
NP_013325.1	Sbay_10.318
NP_013326.1	Sbay_10.319
NP_013327.1	Sbay_10.320
NP_013328.1	Sbay_10.321
NP_013329.1	Sbay_10.323
NP_013330.1	Sbay_10.324
NP_013332.1	Sbay_10.327
NP_013334.1	Sbay_10.328
NP_013335.1	Sbay_10.330
NP_013338.1	Sbay_10.332
